customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings
7,103,2023-03-10,56,229,Home & Kitchen,200,4.2
8,119,2023-02-14,51,181,Toys & Games,540,4.4
68,125,2023-05-02,78,321,Health & Wellness,70,3.5
24,134,2023-04-19,79,295,Jewelry & Accessories,170,4.0
19,128,2023-03-16,65,245,Automotive,150,3.8
1,101,2023-01-01,25,120,Electronics,500,4.5
85,140,2023-01-17,33,154,Food & Grocery,550,4.2
47,131,2023-02-08,49,157,Pet Supplies,380,3.9
76,125,2023-03-03,54,259,Health & Wellness,70,3.5
45,103,2023-04-14,82,330,Home & Kitchen,200,4.2
35,113,2023-02-19,51,242,Furniture,780,3.9
51,105,2023-01-05,28,130,Electronics,800,4.8
8,128,2023-02-20,58,203,Automotive,150,3.8
23,128,2023-03-25,62,324,Automotive,150,3.8
64,104,2023-03-14,60,210,Beauty,30,4.0
7,113,2023-02-24,53,201,Furniture,780,3.9
43,103,2023-01-30,47,157,Home & Kitchen,200,4.2
80,125,2023-02-06,52,228,Health & Wellness,70,3.5
1,113,2023-03-13,63,251,Furniture,780,3.9
55,140,2023-01-31,38,176,Food & Grocery,550,4.2
77,116,2023-03-11,57,243,Sports & Outdoors,650,3.9
32,131,2023-03-17,84,313,Pet Supplies,380,3.9
22,101,2023-04-06,76,314,Electronics,500,4.5
46,110,2023-01-03,26,119,Home & Kitchen,400,3.8
30,113,2023-03-28,81,315,Furniture,780,3.9
15,101,2023-02-13,60,211,Electronics,500,4.5
85,119,2023-04-04,72,332,Toys & Games,540,4.4
70,101,2023-02-16,50,250,Electronics,500,4.5
61,104,2023-01-10,37,98,Beauty,30,4.0
22,116,2023-02-01,55,205,Sports & Outdoors,650,3.9
40,137,2023-02-06,45,218,Office Supplies,510,3.7
55,137,2023-02-05,45,188,Office Supplies,510,3.7
26,122,2023-02-19,50,238,Books & Media,330,4.7
30,128,2023-01-11,39,145,Automotive,150,3.8
82,134,2023-03-08,78,288,Jewelry & Accessories,170,4.0
10,122,2023-04-03,79,333,Books & Media,330,4.7
8,102,2023-02-02,47,169,Clothing,50,3.8
65,137,2023-03-21,78,284,Office Supplies,510,3.7
50,127,2023-01-05,28,141,Health & Wellness,560,4.8
31,102,2023-02-11,46,156,Clothing,50,3.8
78,140,2023-04-25,71,325,Food & Grocery,550,4.2
10,103,2023-01-22,41,199,Home & Kitchen,200,4.2
42,122,2023-05-11,83,289,Books & Media,330,4.7
35,102,2023-03-26,68,322,Clothing,50,3.8
82,102,2023-01-01,35,115,Clothing,50,3.8
27,128,2023-04-24,75,337,Automotive,150,3.8
19,136,2023-01-04,35,92,Jewelry & Accessories,210,4.8
67,103,2023-04-19,84,318,Home & Kitchen,200,4.2
66,119,2023-02-04,47,138,Toys & Games,540,4.4
67,113,2023-04-07,81,291,Furniture,780,3.9
36,103,2023-03-26,56,267,Home & Kitchen,200,4.2
49,125,2023-02-28,57,282,Health & Wellness,70,3.5
77,141,2023-01-02,29,127,Food & Grocery,500,4.6
38,107,2023-01-02,33,125,Clothing,50,4.1
13,125,2023-03-08,52,210,Health & Wellness,70,3.5
20,122,2023-03-03,56,272,Books & Media,330,4.7
78,119,2023-03-01,47,235,Toys & Games,540,4.4
66,134,2023-04-30,83,267,Jewelry & Accessories,170,4.0
62,104,2023-03-03,70,235,Beauty,30,4.0
72,119,2023-03-08,67,274,Toys & Games,540,4.4
11,128,2023-02-08,51,147,Automotive,150,3.8
24,140,2023-03-29,66,243,Food & Grocery,550,4.2
78,103,2023-01-15,28,154,Home & Kitchen,200,4.2
17,121,2023-01-03,30,109,Toys & Games,470,3.6
8,101,2023-03-03,61,217,Electronics,500,4.5
28,116,2023-01-30,32,173,Sports & Outdoors,650,3.9
21,104,2023-02-09,51,235,Beauty,30,4.0
53,122,2023-03-16,61,270,Books & Media,330,4.7
82,140,2023-02-17,67,236,Food & Grocery,550,4.2
14,101,2023-04-18,80,293,Electronics,500,4.5
7,131,2023-02-19,48,188,Pet Supplies,380,3.9
83,131,2023-03-26,71,320,Pet Supplies,380,3.9
13,113,2023-04-25,78,306,Furniture,780,3.9
26,119,2023-01-19,39,171,Toys & Games,540,4.4
76,119,2023-01-19,39,171,Toys & Games,540,4.4
58,125,2023-03-22,70,240,Health & Wellness,70,3.5
64,116,2023-03-07,53,193,Sports & Outdoors,650,3.9
58,103,2023-01-13,32,113,Home & Kitchen,200,4.2
54,102,2023-01-09,18,97,Clothing,50,3.8
47,116,2023-03-03,64,230,Sports & Outdoors,650,3.9
84,128,2023-02-16,55,204,Automotive,150,3.8
45,119,2023-01-01,34,101,Toys & Games,540,4.4
77,131,2023-02-03,43,178,Pet Supplies,380,3.9
11,125,2023-03-11,69,183,Health & Wellness,70,3.5
61,140,2023-03-22,73,207,Food & Grocery,550,4.2
13,119,2023-01-18,31,136,Toys & Games,540,4.4
16,117,2023-01-05,27,88,Sports & Outdoors,320,4.6
47,140,2023-01-11,33,109,Food & Grocery,550,4.2
48,142,2023-01-05,35,115,Food & Grocery,760,4.5
83,101,2023-01-20,43,176,Electronics,500,4.5
70,131,2023-04-14,81,367,Pet Supplies,380,3.9
47,113,2023-02-18,52,187,Furniture,780,3.9
68,104,2023-02-13,50,217,Beauty,30,4.0
43,122,2023-04-07,81,329,Books & Media,330,4.7
24,128,2023-02-11,44,195,Automotive,150,3.8
57,137,2023-01-26,38,154,Office Supplies,510,3.7
18,119,2023-03-09,60,253,Toys & Games,540,4.4
26,107,2023-01-04,32,144,Clothing,50,4.1
65,101,2023-02-13,60,211,Electronics,500,4.5
39,137,2023-03-23,67,286,Office Supplies,510,3.7
81,102,2023-02-11,46,156,Clothing,50,3.8
32,122,2023-01-29,56,197,Books & Media,330,4.7
18,125,2023-05-02,78,321,Health & Wellness,70,3.5
37,141,2023-01-05,34,132,Food & Grocery,500,4.6
82,137,2023-03-03,71,258,Office Supplies,510,3.7
33,125,2023-02-11,55,217,Health & Wellness,70,3.5
42,101,2023-04-27,76,274,Electronics,500,4.5
82,131,2023-03-17,84,313,Pet Supplies,380,3.9
71,101,2023-03-20,74,320,Electronics,500,4.5
60,103,2023-01-22,41,199,Home & Kitchen,200,4.2
15,128,2023-02-05,53,197,Automotive,150,3.8
72,103,2023-01-20,48,192,Home & Kitchen,200,4.2
73,113,2023-01-27,37,202,Furniture,780,3.9
46,102,2023-01-26,40,184,Clothing,50,3.8
83,128,2023-01-09,37,158,Automotive,150,3.8
79,119,2023-02-07,53,223,Toys & Games,540,4.4
78,114,2023-01-01,25,144,Furniture,120,3.7
82,113,2023-03-27,87,323,Furniture,780,3.9
12,137,2023-01-19,38,108,Office Supplies,510,3.7
57,104,2023-03-26,65,270,Beauty,30,4.0
11,102,2023-01-20,42,114,Clothing,50,3.8
55,116,2023-03-21,72,276,Sports & Outdoors,650,3.9
57,103,2023-03-10,56,229,Home & Kitchen,200,4.2
62,102,2023-03-12,75,249,Clothing,50,3.8
7,125,2023-01-08,32,100,Health & Wellness,70,3.5
18,128,2023-03-24,64,269,Automotive,150,3.8
61,137,2023-04-05,78,224,Office Supplies,510,3.7
6,131,2023-02-13,46,164,Pet Supplies,380,3.9
38,119,2023-01-09,38,135,Toys & Games,540,4.4
37,119,2023-04-11,81,310,Toys & Games,540,4.4
85,131,2023-02-13,46,227,Pet Supplies,380,3.9
85,126,2023-01-02,26,131,Health & Wellness,780,4.6
76,113,2023-04-13,84,344,Furniture,780,3.9
7,104,2023-03-26,65,270,Beauty,30,4.0
1,140,2023-02-10,44,171,Food & Grocery,550,4.2
11,104,2023-01-10,37,98,Beauty,30,4.0
36,137,2023-02-10,37,188,Office Supplies,510,3.7
80,134,2023-03-11,69,279,Jewelry & Accessories,170,4.0
16,125,2023-03-23,68,209,Health & Wellness,70,3.5
71,103,2023-01-24,43,208,Home & Kitchen,200,4.2
63,140,2023-03-23,59,221,Food & Grocery,550,4.2
8,115,2023-01-01,29,91,Furniture,750,3.6
67,131,2023-03-27,78,264,Pet Supplies,380,3.9
36,122,2023-01-04,26,119,Books & Media,330,4.7
41,101,2023-01-16,45,154,Electronics,500,4.5
21,103,2023-01-24,43,208,Home & Kitchen,200,4.2
26,101,2023-02-05,45,212,Electronics,500,4.5
61,134,2023-04-10,83,236,Jewelry & Accessories,170,4.0
70,112,2023-01-04,32,148,Beauty,780,3.8
54,140,2023-03-07,44,240,Food & Grocery,550,4.2
58,128,2023-02-20,58,203,Automotive,150,3.8
59,103,2023-03-04,57,257,Home & Kitchen,200,4.2
22,103,2023-01-20,48,192,Home & Kitchen,200,4.2
53,119,2023-02-12,50,215,Toys & Games,540,4.4
25,113,2023-03-22,60,291,Furniture,780,3.9
37,113,2023-02-12,56,222,Furniture,780,3.9
10,125,2023-04-10,86,349,Health & Wellness,70,3.5
66,104,2023-01-14,34,111,Beauty,30,4.0
56,113,2023-02-26,51,183,Furniture,780,3.9
75,137,2023-02-20,45,238,Office Supplies,510,3.7
50,119,2023-04-17,80,348,Toys & Games,540,4.4
66,128,2023-02-14,53,150,Automotive,150,3.8
44,140,2023-03-10,67,281,Food & Grocery,550,4.2
10,128,2023-03-18,66,283,Automotive,150,3.8
10,119,2023-03-03,63,270,Toys & Games,540,4.4
59,116,2023-03-14,62,271,Sports & Outdoors,650,3.9
79,102,2023-01-24,48,196,Clothing,50,3.8
69,116,2023-02-17,49,161,Sports & Outdoors,650,3.9
58,104,2023-01-26,44,158,Beauty,30,4.0
30,131,2023-03-18,75,292,Pet Supplies,380,3.9
42,103,2023-02-12,40,153,Home & Kitchen,200,4.2
28,119,2023-03-01,47,235,Toys & Games,540,4.4
14,104,2023-03-14,60,210,Beauty,30,4.0
8,104,2023-01-26,44,158,Beauty,30,4.0
72,113,2023-01-11,42,172,Furniture,780,3.9
53,104,2023-01-24,42,192,Beauty,30,4.0
10,116,2023-02-06,48,226,Sports & Outdoors,650,3.9
81,137,2023-04-25,76,326,Office Supplies,510,3.7
15,125,2023-03-03,71,259,Health & Wellness,70,3.5
53,102,2023-02-05,45,203,Clothing,50,3.8
23,101,2023-03-31,65,349,Electronics,500,4.5
25,140,2023-02-06,39,213,Food & Grocery,550,4.2
35,119,2023-04-04,72,332,Toys & Games,540,4.4
8,116,2023-01-21,39,130,Sports & Outdoors,650,3.9
14,113,2023-02-07,43,144,Furniture,780,3.9
16,102,2023-01-24,41,125,Clothing,50,3.8
39,134,2023-04-01,73,312,Jewelry & Accessories,170,4.0
20,125,2023-03-13,62,299,Health & Wellness,70,3.5
37,103,2023-02-23,60,237,Home & Kitchen,200,4.2
63,131,2023-04-16,72,282,Pet Supplies,380,3.9
64,131,2023-01-29,36,127,Pet Supplies,380,3.9
75,140,2023-02-06,39,213,Food & Grocery,550,4.2
8,125,2023-03-22,70,240,Health & Wellness,70,3.5
56,137,2023-01-20,36,119,Office Supplies,510,3.7
36,140,2023-01-26,34,160,Food & Grocery,550,4.2
68,122,2023-04-20,71,300,Books & Media,330,4.7
64,103,2023-02-22,50,163,Home & Kitchen,200,4.2
77,104,2023-03-24,60,267,Beauty,30,4.0
17,113,2023-04-07,81,291,Furniture,780,3.9
56,103,2023-03-10,56,209,Home & Kitchen,200,4.2
77,119,2023-04-11,70,312,Toys & Games,540,4.4
77,134,2023-01-22,38,159,Jewelry & Accessories,170,4.0
67,134,2023-03-19,73,238,Jewelry & Accessories,170,4.0
78,116,2023-01-30,32,173,Sports & Outdoors,650,3.9
54,137,2023-03-22,48,265,Office Supplies,510,3.7
70,137,2023-03-29,75,330,Office Supplies,510,3.7
63,122,2023-02-24,48,187,Books & Media,330,4.7
34,101,2023-02-28,58,222,Electronics,500,4.5
83,122,2023-01-30,50,197,Books & Media,330,4.7
46,140,2023-03-29,70,280,Food & Grocery,550,4.2
22,128,2023-03-22,73,293,Automotive,150,3.8
70,102,2023-01-16,37,176,Clothing,50,3.8
40,125,2023-01-11,37,174,Health & Wellness,70,3.5
45,137,2023-02-26,65,249,Office Supplies,510,3.7
7,140,2023-01-19,35,127,Food & Grocery,550,4.2
61,101,2023-02-19,57,158,Electronics,500,4.5
19,113,2023-01-23,43,141,Furniture,780,3.9
73,119,2023-03-20,56,299,Toys & Games,540,4.4
53,116,2023-01-16,36,165,Sports & Outdoors,650,3.9
59,113,2023-02-21,51,234,Furniture,780,3.9
33,122,2023-01-30,50,197,Books & Media,330,4.7
84,104,2023-01-20,40,159,Beauty,30,4.0
71,113,2023-01-16,37,195,Furniture,780,3.9
19,103,2023-02-06,46,151,Home & Kitchen,200,4.2
65,140,2023-03-16,74,270,Food & Grocery,550,4.2
59,119,2023-04-14,80,331,Toys & Games,540,4.4
27,104,2023-03-24,60,267,Beauty,30,4.0
57,140,2023-01-19,35,127,Food & Grocery,550,4.2
36,102,2023-04-30,75,331,Clothing,50,3.8
76,101,2023-02-05,45,212,Electronics,500,4.5
63,101,2023-02-14,44,167,Electronics,500,4.5
31,125,2023-03-28,69,282,Health & Wellness,70,3.5
21,128,2023-03-09,67,301,Automotive,150,3.8
55,122,2023-01-11,27,122,Books & Media,330,4.7
55,131,2023-02-20,55,225,Pet Supplies,380,3.9
24,119,2023-01-30,41,171,Toys & Games,540,4.4
33,137,2023-03-07,64,272,Office Supplies,510,3.7
34,119,2023-02-08,49,191,Toys & Games,540,4.4
18,102,2023-02-23,54,228,Clothing,50,3.8
81,128,2023-02-25,54,202,Automotive,150,3.8
68,119,2023-03-09,60,253,Toys & Games,540,4.4
43,113,2023-01-22,41,136,Furniture,780,3.9
30,134,2023-03-11,69,279,Jewelry & Accessories,170,4.0
46,128,2023-02-15,53,221,Automotive,150,3.8
56,131,2023-02-13,46,164,Pet Supplies,380,3.9
84,125,2023-03-17,68,277,Health & Wellness,70,3.5
79,116,2023-01-09,37,145,Sports & Outdoors,650,3.9
76,131,2023-04-08,77,328,Pet Supplies,380,3.9
54,128,2023-01-29,28,156,Automotive,150,3.8
72,116,2023-02-01,55,205,Sports & Outdoors,650,3.9
56,119,2023-05-03,76,265,Toys & Games,540,4.4
75,125,2023-01-29,34,188,Health & Wellness,70,3.5
55,101,2023-01-05,22,110,Electronics,500,4.5
81,140,2023-04-10,73,300,Food & Grocery,550,4.2
76,107,2023-01-04,32,144,Clothing,50,4.1
4,122,2023-02-21,35,186,Books & Media,330,4.7
20,119,2023-01-21,42,194,Toys & Games,540,4.4
62,137,2023-01-19,38,108,Office Supplies,510,3.7
11,137,2023-04-05,78,224,Office Supplies,510,3.7
48,113,2023-02-15,54,191,Furniture,780,3.9
35,126,2023-01-02,26,131,Health & Wellness,780,4.6
49,134,2023-04-08,74,358,Jewelry & Accessories,170,4.0
12,119,2023-03-17,80,271,Toys & Games,540,4.4
57,116,2023-03-18,61,242,Sports & Outdoors,650,3.9
80,113,2023-03-28,81,315,Furniture,780,3.9
72,102,2023-02-23,64,250,Clothing,50,3.8
71,102,2023-02-15,58,257,Clothing,50,3.8
80,137,2023-02-26,64,265,Office Supplies,510,3.7
65,125,2023-03-03,71,259,Health & Wellness,70,3.5
5,134,2023-02-10,52,208,Jewelry & Accessories,170,4.0
62,125,2023-01-03,29,80,Health & Wellness,70,3.5
19,122,2023-04-13,75,293,Books & Media,330,4.7
66,122,2023-03-08,62,180,Books & Media,330,4.7
73,134,2023-01-03,25,147,Jewelry & Accessories,170,4.0
61,128,2023-02-08,51,147,Automotive,150,3.8
41,103,2023-04-11,76,293,Home & Kitchen,200,4.2
52,102,2023-01-02,20,90,Clothing,50,3.8
74,101,2023-02-18,49,205,Electronics,500,4.5
16,122,2023-03-08,62,180,Books & Media,330,4.7
35,137,2023-01-25,38,172,Office Supplies,510,3.7
35,116,2023-03-07,61,274,Sports & Outdoors,650,3.9
68,140,2023-05-14,81,332,Food & Grocery,550,4.2
71,119,2023-02-27,61,277,Toys & Games,540,4.4
17,134,2023-03-19,73,238,Jewelry & Accessories,170,4.0
4,104,2023-01-04,15,80,Beauty,30,4.0
69,113,2023-01-23,43,141,Furniture,780,3.9
56,116,2023-03-24,62,219,Sports & Outdoors,650,3.9
76,128,2023-01-28,42,197,Automotive,150,3.8
53,101,2023-03-10,57,243,Electronics,500,4.5
66,102,2023-01-24,41,125,Clothing,50,3.8
50,103,2023-03-08,56,267,Home & Kitchen,200,4.2
64,128,2023-04-12,75,276,Automotive,150,3.8
60,128,2023-03-18,66,283,Automotive,150,3.8
5,103,2023-03-13,69,259,Home & Kitchen,200,4.2
65,104,2023-01-06,36,136,Beauty,30,4.0
72,132,2023-01-02,35,149,Pet Supplies,280,4.7
36,113,2023-03-16,51,239,Furniture,780,3.9
46,104,2023-01-20,34,164,Beauty,30,4.0
47,125,2023-01-02,28,80,Health & Wellness,70,3.5
32,102,2023-01-01,35,115,Clothing,50,3.8
70,128,2023-02-05,45,224,Automotive,150,3.8
15,134,2023-03-29,81,304,Jewelry & Accessories,170,4.0
9,131,2023-02-06,46,222,Pet Supplies,380,3.9
27,141,2023-01-02,29,127,Food & Grocery,500,4.6
